#;LLR;kumul.;Häufig;links;rechts;Kookkurrenzen;syntagmatische Muster;

;2091;26;80245;2;-4;4;Umkleide; 50% Maske Umkleide

;2092;26;80246;1;-5;5;Jogginghose;100% Jogginghose ... Maske

;2093;26;80248;2;-3;-2;Jauch; 50% Maske ... Jauch

;2094;26;80249;1;4;5;Mio;100% Maske ... Mio

;2095;26;80250;1;-4;-3;Promis;100% Promis ... Maske

;2096;26;80252;2;-5;4;Dekolleté; 50% Maske ... Dekolleté

;2097;26;80257;5;-5;-2;Elke; 80% Elke ... Maske

;2098;26;80258;1;2;4;Hexer;100% Maske ... Hexer

;2099;26;80259;1;-4;5;Unheimlichen;100% Maske ... Unheimlichen

;2100;26;80272;13;1;2;18; 53% mit die|Sarah Maske [... von um] 18 Uhr

;2101;26;80273;1;3;3;Mattheuer;100% Maske ... Mattheuer

;2102;26;80274;1;1;1;aufgezogen;100% Maske aufgezogen

;2103;26;80275;1;3;4;erklang;100% Maske ... erklang

;2104;26;80276;1;-1;-1;wärmende;100% wärmende Maske

;2105;26;80277;1;1;4;fallenließ;100% Maske fallenließ

;2106;26;80278;1;-5;5;Schrei;100% Schrei ... Maske

;2107;26;80279;1;-5;-5;Bauerfeind;100% Maske ... Bauerfeind

;2108;26;80280;1;-1;-1;Herta;100% Herta ... Maske

;2109;26;80282;2;-1;-1;höflichen;100% höflichen Maske

;2110;26;80283;1;-4;-4;autobiographischen;100% Maske ... autobiographischen

;2111;26;80286;3;2;3;Fauns;100% Maske eines Fauns

;2112;26;80289;3;-5;-2;Läden; 66% Maske in ... Läden

;2113;26;80290;1;-5;4;Halbmaske;100% Maske ... Halbmaske

;2114;26;80291;1;3;3;Schusswaffe;100% Schusswaffe Maske

;2115;26;80292;1;3;3;Aufschrift;100% Maske ... Aufschrift

;2116;26;80293;1;-2;4;Clownsgesicht;100% Clownsgesicht ... Maske

;2117;26;80295;2;-4;-2;Ilka;100% Ilka ... Maske

;2118;26;80296;1;-1;-1;Peifer;100% Peifer ... Maske

;2119;26;80299;3;-4;3;Lahm; 66% Maske ... Lahm

;2120;26;80300;1;-1;-1;trügerische;100% Maske ... trügerische

;2121;26;80302;2;3;3;nebeneinander;100% Maske [...] nebeneinander

;2122;26;80303;1;-5;-2;setz;100% setz ... Maske

;2123;26;80308;5;-5;-3;diszipliniert; 60% sehr diszipliniert und tragen die Maske

;2124;26;80313;5;-2;-2;Beschädigung;100% über die Beschädigung der Maske berichtet hatten

;2125;26;80315;2;4;5;dämlich;100% Maske die ist wirklich dämlich

;2126;26;80316;1;-2;-2;Vergiss;100% Vergiss ... Maske

;2127;26;80317;1;-2;2;RAUCHENSTEINER;100% Maske ... RAUCHENSTEINER

;2128;26;80321;4;-2;-2;Besuchergruppen;100% frei zwischen Besuchergruppen ohne Maske am Platz

;2129;26;80322;1;-3;-2;Krebspatientin;100% Krebspatientin ... Maske

;2130;26;80325;3;-1;5;Klassenzimmers; 66% Klassenzimmers Maske

;2131;25;80369;44;-3;-2;Minuten; 59% Minuten in|ohne|die|der Maske und

;2132;25;80372;3;-4;-4;Silvia; 66% Maske ... Silvia

;2133;25;80374;2;1;4;stecken; 50% Maske stecken

;2134;25;80389;15;-5;-2;Moment; 60% einen Moment lang|in dem|die Maske des|fällt

;2135;25;80403;14;2;5;sonst; 64% sonst [sitzt die|so der] Maske

;2136;25;80404;1;-1;-1;stählernen;100% stählernen Maske

;2137;25;80405;1;-2;-2;Angreifer;100% Maske ... Angreifer

;2138;25;80418;13;-3;-2;gern; 53% gern [die|auch mit] Maske

;2139;25;80419;1;-1;-1;gelungene;100% Maske ... gelungene

;2140;25;80424;5;-3;-2;Eingang; 60% Eingang [...] Maske

;2141;25;80432;8;-5;3;durfte; 50% Maske [...] durfte

;2142;25;80440;8;2;4;Kleider; 75% in die Maske seine Kleider ab darunter

;2143;25;80443;3;-2;4;Schauspielunterricht;100% Maske [...] Schauspielunterricht

;2144;25;80450;7;-5;5;Theaters; 57% der Maske des Theaters

;2145;25;80453;3;-5;-3;Niemand;100% Niemand ... die Maske

;2146;25;80471;18;-1;-1;AG;100% der|die AG Maske der ...

;2147;25;80472;1;-4;4;Fiesling;100% Fiesling ... Maske

;2148;25;80473;1;-3;-3;Schweiger;100% Schweiger ... Maske

;2149;25;80474;1;-2;4;Soundcheck;100% Soundcheck ... Maske

;2150;25;80476;2;-3;4;TV-Auftritt; 50% Maske ... TV-Auftritt

;2151;25;80477;1;-2;-1;Lichtgestaltung;100% Lichtgestaltung ... Maske

;2152;25;80478;1;-5;5;z;100% z ... Maske

;2153;25;80479;1;-4;5;täuschen;100% Maske ... täuschen

;2154;25;80480;1;4;5;V;100% Maske ... V

;2155;25;80482;2;-5;2;geheimnisvoll;100% geheimnisvoll ... Maske

;2156;25;80488;6;1;2;verwendet; 83% der Maske [...] verwendet

;2157;25;80490;2;-5;-2;Verkleidet;100% Verkleidet ... Maske

;2158;25;80491;1;-5;5;ähnelt;100% ähnelt ... Maske

;2159;25;80492;1;-1;-1;gruseliger;100% gruseliger Maske

;2160;25;80493;1;3;5;benachteiligte;100% Maske ... benachteiligte

;2161;25;80494;1;-5;-2;Ansammlungen;100% Ansammlungen ... Maske

;2162;25;80495;1;-4;-3;stundenlange;100% stundenlange ... Maske

;2163;25;80496;1;-4;-1;Marciano;100% Marciano Maske

;2164;25;80498;2;-5;-4;entlarven;100% entlarven ... Maske

;2165;25;80499;1;-2;5;Abformung;100% Maske ... Abformung

;2166;25;80500;1;-5;4;verstellen;100% verstellen ... Maske

;2167;25;80501;1;2;5;Opfers;100% Maske ... Opfers

;2168;25;80503;2;-4;3;Lanius;100% Lanius [...] Maske

;2169;25;80504;1;4;4;fantasievoll;100% Maske ... fantasievoll

;2170;25;80506;2;-5;-5;Wagners;100% Maske [...] Wagners

;2171;25;80507;1;-2;-1;gräßliche;100% gräßliche Maske

;2172;25;80517;10;2;4;Strand; 60% mit Maske am Strand

;2173;25;80518;1;-3;-3;Inspiration;100% Inspiration ... Maske

;2174;25;80519;1;-1;4;ZDF-Hauptstadtstudio;100% ZDF-Hauptstadtstudio Maske ... ZDF-Hauptstadtstudio

;2175;25;80520;1;-4;-4;Gegenentwurf;100% Gegenentwurf Maske

;2176;25;80521;1;-5;3;Aufnahmeleiter;100% Aufnahmeleiter ... Maske

;2177;25;80522;1;2;2;Mitleids;100% Maske ... Mitleids

;2178;25;80523;1;4;5;Zeigen;100% Maske ... Zeigen

;2179;25;80524;1;-1;-1;angepasste;100% angepasste Maske

;2180;25;80526;2;-5;-4;Drehpausen;100% Drehpausen oder ... Maske

;2181;25;80527;1;1;4;anfassen;100% Maske ... anfassen

;2182;25;80528;1;-5;-3;Zervakis;100% Zervakis ... Maske

;2183;25;80530;2;2;4;Einhaltung; 50% Maske Einhaltung

;2184;25;80531;1;4;5;ansteckt;100% ansteckt ... Maske

;2185;24;80556;25;1;1;bekommen; 84% vor die Maske [...] bekommen

;2186;24;80563;7;1;2;zeigen; 71% zeigen die ohne Maske

;2187;24;80606;43;-4;-2;habe; 58% habe [ich die] Maske

;2188;24;80623;17;-1;-1;welche; 82% welche [... die|vor der eigentlichen] Maske

;2189;24;80625;2;-1;-1;tragischen; 50% Maske ... tragischen

;2190;24;80672;47;-5;-2;wo; 63% wo [... die] Maske

;2191;24;80673;1;1;4;angeschaut;100% Maske angeschaut

;2192;24;80678;5;1;1;tanzen; 80% mit Maske tanzen

;2193;24;80683;5;1;5;verwenden; 60% Maske ... zu verwenden

;2194;24;80701;18;-5;-4;Man;100% Man trägt ... die|mit Maske

;2195;24;80703;2;-1;-1;solchen;100% solchen ... ganz ... Maske

;2196;24;80708;5;-4;-3;Rollen; 80% Rollen ... Maske

;2197;24;80710;2;1;3;fühlt; 50% Maske ... fühlt

;2198;24;80713;3;-2;-2;Aufwärmen; 66% Aufwärmen ... Maske

;2199;24;80714;1;-5;5;Linsensystem;100% Maske ... Linsensystem

;2200;24;80715;1;2;2;typischem;100% Maske ... typischem

;2201;24;80717;2;-3;4;Schirm; 50% Maske Schirm

;2202;24;80720;3;1;1;versammelt;100% ohne Maske versammelt

;2203;24;80721;1;2;3;Komikers;100% Maske ... Komikers

;2204;24;80723;2;4;4;Karikatur;100% Karikatur ... Maske

;2205;24;80733;10;-5;-3;Jetzt;100% Jetzt noch|fällt die Maske

;2206;24;80734;1;-3;-2;Eros;100% Eros ... Maske

;2207;24;80744;10;-2;-2;Zuschauer; 80% Zuschauer [... mit und] Maske

;2208;24;80745;1;-1;-1;vermeintliche;100% Maske ... Stück ... vermeintliche

;2209;24;80748;3;-5;-3;Tschernitz;100% Tschernitz die|Leiterin der Maske

;2210;24;80754;6;-5;-1;Weihnachtsmann; 66% Weihnachtsmann muss keine Maske tragen

;2211;24;80756;2;2;3;Kettensäge;100% Maske oder Kettensäge

;2212;24;80758;2;-2;5;Ringpause;100% Ringpause will Maske

;2213;24;80766;8;-4;-2;Kann;100% Kann man auch mit Maske laufen

;2214;24;80767;1;2;2;Seriosität;100% Maske ... Seriosität

;2215;24;80768;1;2;2;Gemäßigten;100% Maske ... Gemäßigten

;2216;24;80769;1;1;4;begibt;100% Maske begibt

;2217;24;80771;2;1;1;einwirkt;100% Maske einwirkt

;2218;24;80772;1;-3;-2;Faschingszeit;100% Faschingszeit ... Maske

;2219;24;80774;2;-1;-1;ironische;100% ironische Maske

;2220;24;80776;2;-2;2;Hellenismus;100% Maske des Hellenismus

;2221;24;80777;1;3;5;Schlämmer;100% Maske ... Schlämmer

;2222;24;80778;1;-5;-2;Serienkiller;100% Serienkiller ... Maske!)einen

;2223;24;80780;2;-1;3;hochgezogen;100% Maske schnell hochgezogen

;2224;24;80781;1;3;3;Look;100% Look ... Maske

;2225;24;80782;1;-2;4;Garderobieren;100% Garderobieren ... Maske

;2226;24;80791;9;-5;-1;Lieber;100% Lieber [ohne|mit] Maske

;2227;24;80792;1;-2;-2;Fluch;100% Maske ... Fluch

;2228;24;80793;1;-5;5;Schaltkreises;100% Maske ... Schaltkreises

;2229;24;80794;1;-5;-4;zerrt;100% zerrt ... Maske

;2230;24;80795;1;2;5;Gegenübers;100% Maske ... Gegenübers

;2231;24;80797;2;-2;-2;Götter;100% Götter ohne Maske

;2232;24;80798;1;-5;-2;Bösel;100% Bösel ... Maske

;2233;24;80799;1;-5;3;Stosszeiten;100% Maske ... Stosszeiten

;2234;24;80801;2;-5;-3;Luxusrestaurant;100% Luxusrestaurant verlässt und dabei keine Maske

;2235;23;80841;40;-3;-3;mich; 55% die Maske [...] mich

;2236;23;80844;3;-2;4;Anubis; 66% Maske des ... Anubis

;2237;23;80858;14;-5;-3;darauf; 50% Maske [... und] darauf

;2238;23;80870;12;-5;5;Manfred; 50% Maske [...] Manfred

;2239;23;80874;4;3;5;darunter; 75% Maske [...] darunter

;2240;23;80875;1;-2;-2;Phallus;100% Maske ... Phallus

;2241;23;80876;1;-4;3;Chaplin;100% Chaplin ... Maske

;2242;23;80878;2;-5;5;Ähnlichkeit; 50% Maske ... Ähnlichkeit

;2243;23;80879;1;-1;2;Flosse;100% Maske ... Flosse

;2244;23;80882;3;-5;-2;Sobald;100% Sobald ... Maske

;2245;23;80883;1;2;3;Marcus;100% Maske ... Marcus

;2246;23;80889;6;-1;-1;falsche;100% die falsche [... in der] Maske

;2247;23;80891;2;1;5;sichtbar;100% sichtbar die Maske

;2248;23;80892;1;-3;-3;Pucks;100% Pucks ... Maske

;2249;23;80893;1;3;3;Cech;100% Maske ... Cech

;2250;23;80895;2;-5;5;Mikro; 50% Maske ... Mikro

;2251;23;80896;1;-1;-1;einzelne;100% einzelne Maske

;2252;23;80898;2;-1;-1;blutige; 50% Maske ... blutige

;2253;23;80899;1;2;3;Doping-Vorwürfe;100% Maske ... Doping-Vorwürfe

;2254;23;80900;1;-5;-2;Beckenbauer;100% Beckenbauer Maske

;2255;23;80901;1;1;5;Time;100% Maske ... Time

;2256;23;80902;1;2;5;Schicksals;100% Maske ... Schicksals

;2257;23;80903;1;-3;-1;Kämpfer;100% Kämpfer ... Maske

;2258;23;80904;1;-1;1;biederer;100% biederer Maske

;2259;23;80906;2;-5;3;Schlapphut;100% Schlapphut und Maske

;2260;23;80907;1;-1;-1;mitgebrachte;100% Maske ... mitgebrachte

;2261;23;80911;4;4;5;Wöllert; 75% Werner Maske zum ... und Brigitte Wöllert

;2262;23;80916;5;-4;-2;Demonstranten;100% Demonstranten ... ohne Maske

;2263;23;80917;1;4;5;XIV;100% XIV ... Maske

;2264;23;80918;1;2;5;Flüeler;100% Maske ... Flüeler

;2265;23;80920;2;-1;-1;traurige; 50% Maske ... traurige

;2266;23;80922;2;-1;-1;humanitäre;100% humanitäre Maske

;2267;23;80923;1;-4;-2;Buffer;100% Buffer ... Maske

;2268;23;80924;1;2;4;Maskes;100% Maske ... Maskes

;2269;23;80926;2;3;3;gebotenen;100% Maske und ... gebotenen

;2270;23;80927;1;-4;3;einatmet;100% einatmet ... Maske

;2271;23;80928;1;3;5;Bügeleisen;100% Bügeleisen ... Maske

;2272;23;80929;1;2;4;Knebel;100% Maske ... Knebel

;2273;23;80932;3;-4;-4;Wichter;100% Rebecca Wichter unterstützt wurden ohne Maske am Start

;2274;23;80934;2;-3;3;Stachowitz; 50% Maske ... Stachowitz

;2275;23;80936;2;-2;-2;Jockeys;100% Jockeys mit Maske

;2276;23;80937;1;4;5;Aerosolen;100% Aerosolen ... Maske

;2277;23;80938;1;-2;-2;Mannheims;100% Mannheims ... Maske

;2278;23;80941;3;3;4;asozial;100% Bahn keine Maske trägt handelt asozial

;2279;22;80942;1;-1;-1;bunten;100% bunten ... Maske

;2280;22;80950;8;-4;-2;setzen; 75% setzen keine die Maske auf

;2281;22;80952;2;2;4;doppelten; 50% Maske ... doppelten

;2282;22;80953;1;-4;-3;Rücktritt;100% Maske ... Rücktritt ... Rücktritt

;2283;22;80954;1;-4;1;besorgte;100% besorgte ... Maske

;2284;22;80957;3;1;1;angepasst;100% Maske [... den ...] angepasst

;2285;22;80959;2;3;5;hässlich; 50% Maske ... hässlich

;2286;22;80965;6;-5;-5;rein; 50% Maske [tragen ...] rein

;2287;22;80969;4;3;5;Studio; 50% Maske ... im Studio

;2288;22;80982;13;3;5;Saal; 84% Abstand und Maske - außer im Saal

;2289;22;80984;2;-3;-2;Colt;100% Colt und Maske

;2290;22;80987;3;-3;-3;Magier;100% Magier mit der Maske

;2291;22;80991;4;-5;-3;Manche;100% Manche ... mit keine Maske

;2292;22;80995;4;2;2;Steuer;100% Maske ans Steuer

;2293;22;81000;5;-5;2;empfiehlt; 60% empfiehlt [...] Maske

;2294;22;81001;1;-5;2;thront;100% Maske thront

;2295;22;81008;7;-3;-3;morgens; 85% morgens ... in der Maske

;2296;22;81010;2;1;5;Sparring;100% Maske [... Taxi ...] Sparring

;2297;22;81011;1;1;1;dauerte;100% dauerte ... der ... Maske

;2298;22;81013;2;-2;3;Tatwaffe;100% Tatwaffe und Maske

;2299;22;81014;1;2;4;Unrath;100% Maske ... Unrath

;2300;22;81015;1;-5;5;rotem;100% rotem ... Maske

;2301;22;81016;1;-3;-3;Kater;100% Kater ... Maske

;2302;22;81017;1;-3;-1;Stohr;100% Stohr ... Maske

;2303;22;81018;1;-4;5;Bildschnitt;100% Maske ... Bildschnitt

;2304;22;81019;1;2;5;unverhüllt;100% Maske ... unverhüllt

;2305;22;81020;1;-5;2;Marionette;100% Maske ... Marionette

;2306;22;81021;1;-5;5;Versteck;100% Maske ... Versteck

;2307;22;81022;1;1;1;verhindert;100% Maske ... verhindert

;2308;22;81024;2;-1;-1;soziale;100% soziale Maske

;2309;22;81026;2;2;2;Aggression;100% Maske der Aggression

;2310;22;81028;2;2;3;Philip; 50% Maske ... Philip

;2311;22;81029;1;-2;4;Abbild;100% Abbild ... Maske

;2312;22;81030;1;-3;-2;Selbstporträt;100% Selbstporträt ... Maske

;2313;22;81031;1;1;4;zugeführt;100% Maske zugeführt

;2314;22;81032;1;2;4;Dogon;100% Maske ... Dogon

;2315;22;81034;2;-2;4;Schutzwirkung;100% Schutzwirkung der Maske

;2316;22;81035;1;-3;2;Clownsnase;100% Maske ... Clownsnase

;2317;22;81036;1;-4;-4;gealterten;100% Maske ... gealterten

;2318;22;81038;2;-5;-5;Schutzmaske;100% Schutzmaske kaum zu identifizieren mit Maske

;2319;22;81039;1;3;4;Drosten;100% Drosten ... Maske

;2320;22;81043;4;1;1;eskaliert;100% Streit um Maske eskaliert

;2321;22;81045;2;-5;-5;Ersatzspieler;100% Ersatzspieler ... Maske

;2322;22;81046;1;1;3;weglassen;100% Maske weglassen

;2323;22;81047;1;-4;-3;Museumsbesuch;100% Museumsbesuch ... Maske

;2324;22;81051;4;-5;-2;Grundschüler; 50% Maske ... Grundschüler

;2325;22;81052;1;-5;-2;Corona-Auflagen;100% Corona-Auflagen ... Maske

;2326;22;81054;2;-2;2;Gummizug;100% Gummizug der Maske

;2327;21;81057;3;1;1;gegriffen; 66% gegriffen hat um Mitternacht die Maske

;2328;21;81064;7;-5;-2;Sandra; 57% Maske Tatjana Orth und Sandra

;2329;21;81065;1;-3;5;präpariert;100% Maske ... präpariert

;2330;21;81068;3;4;4;bewusst;100% bewusst als ... Maske

;2331;21;81075;7;1;1;stammt; 85% die ... Maske stammt

;2332;21;81077;2;-5;4;Shampoo; 50% Maske ... Shampoo

;2333;21;81079;2;2;5;hinderlich;100% Maske dagegen ... hinderlich

;2334;21;81083;4;2;5;Objekt;100% die Maske als ... Objekt der ...

;2335;21;81089;6;-5;-2;vorher; 66% vorher [in keine|die] Maske

;2336;21;81091;2;1;5;Miriam; 50% Maske ... Miriam

;2337;21;81094;3;3;4;warm; 66% Maske [...] warm

;2338;21;81095;1;1;1;vorgehalten;100% Maske ... vorgehalten

;2339;21;81122;27;-5;-2;Bild; 62% Bild ... mit der Maske

;2340;21;81133;11;-2;-2;teilweise; 63% Abstand und teilweise ohne Maske

;2341;21;81141;8;1;1;genannt; 62% Maske [...] genannt

;2342;21;81143;2;2;3;Jedermanns;100% Maske war Jedermanns

;2343;21;81144;1;1;4;verkommen;100% Maske ... verkommen

;2344;21;81155;11;-2;-2;Mitarbeiter; 72% Mitarbeiter aus der die und Maske

;2345;21;81156;1;-1;-1;Käthe;100% Käthe Maske

;2346;21;81161;5;1;1;fürs; 80% Maske [...] fürs

;2347;21;81164;3;-5;3;Inneren;100% Inneren der Maske

;2348;21;81168;4;-3;4;origineller;100% origineller [...] Maske

;2349;21;81169;1;-5;-5;Panik;100% Panik ... Maske

;2350;21;81170;1;2;3;lauwarmem;100% Maske ... lauwarmem

;2351;21;81173;3;-3;-3;angefangen; 66% angefangen von der Maske

;2352;21;81174;1;2;4;Schicht;100% Schicht ... Maske

;2353;21;81180;6;-5;-3;Endlich;100% Endlich [fällt Armstrongs] Maske

;2354;21;81183;3;-4;-3;gedrängt; 66% gedrängt und ohne Maske

;2355;21;81189;6;-4;-2;nehme; 66% mit ... Maske [...] nehme

;2356;21;81190;1;-5;-3;Komiker;100% Komiker ... Maske

;2357;21;81204;14;-3;-2;Kind; 92% ein das Kind ohne die|mit|der ... Maske

;2358;21;81205;1;-1;2;unmaskiert;100% Maske ... unmaskiert

;2359;21;81206;1;-1;-1;lästige;100% lästige Maske

;2360;21;81207;1;2;5;Anonymus;100% Maske ... Anonymus

;2361;21;81210;3;3;4;Socken; 66% Maske und Socken

;2362;21;81212;2;-5;4;Pucknat;100% Maske ... Pucknat

;2363;21;81213;1;-3;-2;nachahmen;100% Maske nachahmen

;2364;21;81215;2;4;5;Gesten; 50% Maske ... Gesten

;2365;21;81216;1;-1;1;jovialer;100% jovialer Maske

;2366;21;81217;1;1;1;weint;100% Maske weint

;2367;21;81218;1;2;2;Mitgefühls;100% Maske ... Mitgefühls

;2368;21;81219;1;-2;3;Maskierung;100% Maske ... Maskierung

;2369;21;81220;1;-3;4;Hackergruppe;100% Hackergruppe ... Maske

;2370;21;81224;4;1;5;abgebildet; 75% Maske [...] abgebildet

;2371;21;81226;2;2;2;dicker;100% Maske aber doppellagig und damit dicker

;2372;21;81228;2;-3;-3;Parodie;100% Parodie ... Maske

;2373;21;81229;1;-5;4;soufflierte;100% soufflierte ... Maske

;2374;21;81232;3;-5;-4;Verkäuferin; 66% Verkäuferin Michelle Bingel der Maske

;2375;21;81233;1;-4;4;ähnelte;100% ähnelte ... Maske

;2376;21;81234;1;2;4;Verkleidungen;100% Maske ... Verkleidungen

;2377;21;81236;2;1;1;getwittert;100% Maske getwittert

;2378;21;81237;1;-1;-1;gebenden;100% gebenden Maske

;2379;21;81238;1;-3;-3;Berühmtheit;100% Maske ... Berühmtheit

;2380;21;81239;1;-4;5;Serienmörder;100% Serienmörder ... Maske

;2381;21;81241;2;-3;5;Mephistopheles;100% Maske des Mephistopheles

;2382;21;81246;5;-3;-3;Schlange; 60% Maske ... in der Schlange

;2383;21;81247;1;-5;2;Plante;100% Maske ... Plante

;2384;21;81248;1;2;5;falsches;100% Maske ... falsches

;2385;21;81249;1;-5;-2;Lewandowski;100% Lewandowski ... Maske

;2386;21;81251;2;-2;-2;Abzug;100% Abzug und Maske

;2387;21;81252;1;-1;-1;archaischer;100% archaischer Maske

;2388;21;81253;1;1;1;einsteigt;100% einsteigt ... Maske

;2389;21;81255;2;-2;2;Sportunterricht; 50% Maske Sportunterricht

;2390;21;81256;1;-5;-4;Impfpass;100% Maske ... Impfpass

;2391;21;81258;2;-4;-2;Mitreisender;100% Mitreisender fotografierte sie ohne Maske

;2392;21;81259;1;1;4;anlassen;100% Maske anlassen

;2393;21;81263;4;3;5;Eingangsportal;100% nein mit Maske ohne Maske das enge Eingangsportal

;2394;20;81524;261;1;1;an; 53% an [der die] Maske

;2395;20;81525;1;1;1;gastierte;100% Maske ... gastierte

;2396;20;81575;50;-3;-3;doch; 62% doch ... die|mit Maske

;2397;20;81582;7;3;3;20; 71% die Maske ... 20

;2398;20;81583;1;2;3;BJP;100% BJP ... als ... Maske

;2399;20;81584;1;-5;4;Zuschauerraum;100% Zuschauerraum ... Maske

;2400;20;81586;2;1;1;verstehen;100% verstehen ... Maske

;2401;20;81587;1;2;2;Faschismus;100% Maske ... Faschismus

;2402;20;81588;1;-5;-2;manch;100% manch ... Maske

;2403;20;81591;3;-5;-2;Pflegepersonal;100% Pflegepersonal ... Maske

;2404;20;81593;2;-5;-2;Oberfläche;100% Oberfläche ... Maske

;2405;20;81596;3;1;1;verbringen;100% Maske [...] verbringen

;2406;20;81598;2;-3;-2;Unbekannten;100% Maske des Unbekannten

;2407;20;81599;1;2;3;31;100% Maske ... 31.

;2408;20;81600;1;2;5;gestylt;100% Maske ... gestylt

;2409;20;81605;5;-5;-2;Junge;100% ein ... Junge mit|muss keine Maske

;2410;20;81615;10;-5;5;Brigitte; 60% für die Maske bei|Tanja der|Nick und|MönchengladbacherKünstlerin Brigitte

;2411;20;81619;4;-4;4;Gottschalk; 75% Maske [...] Gottschalk

;2412;20;81621;2;1;3;bröckeln;100% Maske zu bröckeln

;2413;20;81622;1;-3;4;versteigerte;100% Maske ... versteigerte

;2414;20;81625;3;1;4;einsteigen;100% Maske [...] einsteigen

;2415;20;81630;5;2;3;Einlass; 80% Einlass ohne mit Maske

;2416;20;81636;6;-2;-2;jederzeit;100% Dank der Maske [kann ich einfach] jederzeit aussteigen

;2417;20;81640;4;-5;2;Anja; 75% Anja [...] Maske

;2418;20;81645;5;-5;-4;Petra; 80% Petra ... der Maske

;2419;20;81647;2;1;1;verteidigt; 50% Maske ... verteidigt

;2420;20;81648;1;-4;1;partout;100% partout ... Maske

;2421;20;81649;1;-4;-4;Tappert;100% Tappert ... Maske

;2422;20;81656;7;-3;-2;Vorstellung;100% der Vorstellung die|in der und Maske
